city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,security_deposit,cleaning_fee,accommodates,bathrooms,bedrooms,beds,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,cancellation_policy,price
Lilyfield,151.1665009,-33.87220901,93.41241287,0,1,0,0,1,1,0,1,Apartment,Entire home/apt,0,0,0,flexible,375
Mascot,151.1867748,-33.92267044,100,2,1,200,30,2,1,1,1,Apartment,Private room,364,0,0,flexible,200
Ashfield,151.1303662,-33.89180934,93.41241287,0,1,150,30,1,2.5,1,1,Apartment,Shared room,0,0,0,flexible,27
Queens Park,151.2438684,-33.89719658,100,1,7,1000,0,6,2,4,5,House,Entire home/apt,0,1,0,moderate,350
Granville,151.0127113,-33.82813808,93.41241287,1,3,200,40,2,2,1,3,House,Private room,84,1,0,strict_14_with_grace_period,90
Willoughby,151.1956422,-33.80719627,100,1,7,0,0,10,2,4,8,House,Entire home/apt,0,0,0,flexible,599
Forest Lodge,151.1779831,-33.88135881,100,1,7,400,0,5,1,3,3,House,Entire home/apt,0,0,0,strict_14_with_grace_period,169
Darlinghurst,151.2228148,-33.87711692,92,54,3,0,80,2,1.5,1,1,Apartment,Entire home/apt,179,1,0,strict_14_with_grace_period,150
Lewisham,151.1448,-33.89544382,93.41241287,0,1,0,0,2,0,1,1,House,Private room,0,1,0,flexible,67
Eastlakes,151.210082,-33.92653944,93.41241287,0,1,0,14,2,1,1,1,Apartment,Private room,0,0,0,flexible,54
Dee Why,151.2966066,-33.75268982,95,32,2,500,110,2,1,1,1,Apartment,Entire home/apt,168,1,0,moderate,150
Rhodes,151.08398,-33.82857243,55,4,3,0,160,4,2,2,2,Apartment,Entire home/apt,84,0,0,moderate,161
Liverpool,150.9117773,-33.91314036,93.41241287,0,2,0,10,1,1,1,1,House,Shared room,4,0,0,strict_14_with_grace_period,59
Vaucluse,151.282713,-33.85930365,93,8,1,500,50,5,1,1,3,Apartment,Entire home/apt,88,1,0,strict_14_with_grace_period,220
Camperdown,151.1793466,-33.89141213,93.41241287,0,2,600,40,2,1,0,1,House,Private room,0,1,0,flexible,65
Coogee,151.2587456,-33.91683152,93.41241287,0,1,0,0,2,1,1,1,Apartment,Private room,90,0,0,flexible,179
Woolloomooloo,151.2236764,-33.87623316,93,5,10,250,60,2,1,1,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,120
Palm Beach,151.3191659,-33.60046214,99,61,1,500,131,5,1,2,3,Guesthouse,Entire home/apt,340,0,0,moderate,299
Mosman,151.2415242,-33.82171069,90,8,5,0,175,5,1,3,3,House,Entire home/apt,360,1,0,strict_14_with_grace_period,275
Surry Hills,151.213115,-33.87876031,94,58,1,200,60,2,1,1,1,Apartment,Entire home/apt,0,1,0,moderate,143
Woollahra,151.2364845,-33.88811385,93.41241287,1,4,0,0,4,2,3,3,Townhouse,Entire home/apt,0,0,0,flexible,599
"Millers Point, Sydney",151.2038402,-33.8585812,89,85,2,500,125,8,2,5,6,House,Entire home/apt,160,1,0,moderate,349
Mosman,151.2477203,-33.82732332,100,2,4,0,0,4,2,2,3,Apartment,Entire home/apt,0,0,0,flexible,300
Kirribilli,151.2175947,-33.85010771,93.41241287,0,23,0,200,1,1,1,1,Apartment,Private room,0,0,0,flexible,65
Macquarie Fields,150.8882719,-33.98672805,97,19,4,300,90,8,1.5,3,4,House,Entire home/apt,248,0,1,moderate,111
Little Bay,151.2448129,-33.98008783,93.41241287,0,7,0,50,2,1,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,100
Glenwood,150.9433984,-33.740494,80,1,1,0,0,2,2,1,1,Bed and breakfast,Private room,365,0,0,flexible,76
North Sydney,151.2093356,-33.84114524,100,2,90,950,198,2,1,1,1,Apartment,Entire home/apt,351,1,0,strict_14_with_grace_period,145
Bilgola Beach,151.3277489,-33.64361173,93,3,3,1000,500,10,3,5,8,House,Entire home/apt,364,0,0,strict_14_with_grace_period,1385
Darlington,151.1926566,-33.89283917,70,2,3,0,0,2,1.5,1,1,House,Private room,0,0,0,flexible,70
Saint Peters,151.175506,-33.91028341,100,2,2,0,60,3,1,2,2,House,Entire home/apt,83,0,0,strict_14_with_grace_period,349
Bondi Beach,151.2689354,-33.88641166,90,25,3,300,0,2,1,1,1,Apartment,Entire home/apt,310,1,0,strict_14_with_grace_period,111
Botany,151.2035829,-33.94171249,98,9,2,130,80,7,2,2,4,Apartment,Entire home/apt,23,1,0,moderate,161
Bondi Beach,151.269773,-33.88716207,100,2,2,0,75,2,1,1,1,Apartment,Entire home/apt,0,0,0,moderate,300
Bondi Junction,151.2537431,-33.89250617,100,3,4,0,60,4,2,2,2,Apartment,Entire home/apt,0,1,0,moderate,175
Waterloo,151.20185,-33.89923811,98,20,3,0,10,2,1.5,1,1,Apartment,Private room,350,0,1,flexible,80
Woollahra,151.2477758,-33.88877491,100,2,1,0,0,1,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,180
Granville,151.0151479,-33.83306944,91,16,1,0,0,3,1,1,1,Apartment,Private room,73,0,0,strict_14_with_grace_period,97
Forest Lodge,151.1774505,-33.87829713,93.41241287,0,4,0,25,2,1,1,1,Apartment,Entire home/apt,0,1,0,moderate,91
Maroubra,151.2576876,-33.94695287,93.41241287,0,7,420,65,2,1,1,1,Apartment,Private room,0,0,0,moderate,70
Manly,151.2865656,-33.79142947,94,10,1,200,60,4,1,2,0,Apartment,Entire home/apt,333,1,0,strict_14_with_grace_period,241
Marrickville,151.1682177,-33.90205149,89,43,1,150,95,6,1,3,3,House,Entire home/apt,113,0,0,moderate,135
Haymarket,151.2049528,-33.87926314,90,7,1,300,70,4,1,1,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,180
Darlinghurst,151.2126342,-33.87700853,90,64,2,450,129,4,1,1,2,Apartment,Entire home/apt,159,1,0,strict_14_with_grace_period,183
Bondi Beach,151.2713954,-33.88269057,40,1,7,0,105,5,1,2,3,Apartment,Entire home/apt,353,1,0,strict_14_with_grace_period,499
Leichhardt,151.1510831,-33.88890548,88,10,1,0,15,2,1,1,1,House,Private room,235,0,0,strict_14_with_grace_period,49
Cronulla,151.1566589,-34.0414636,88,8,3,500,140,3,1,1,2,Apartment,Entire home/apt,348,0,0,moderate,80
Waterloo,151.2103706,-33.90163947,96,10,2,300,109,2,1,1,1,Apartment,Entire home/apt,106,0,0,strict_14_with_grace_period,159
Bronte,151.2687948,-33.90780572,93.41241287,0,7,5000,350,10,3,4,7,House,Entire home/apt,343,1,0,strict_14_with_grace_period,1300
Rozelle,151.1653051,-33.86475302,80,1,4,500,200,7,2,4,4,House,Entire home/apt,0,1,0,flexible,300
Kingsford,151.2333019,-33.92155898,93,3,4,0,0,2,1.5,1,1,Apartment,Private room,0,0,0,moderate,49
Rozelle,151.1716909,-33.86334934,93.41241287,0,5,0,80,2,2,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,91
Rose Bay,151.2736576,-33.87679114,93.41241287,0,1,0,50,2,1,1,1,Apartment,Private room,0,0,0,flexible,64
Wollstonecraft,151.2018803,-33.83177915,80,1,3,0,50,2,1,1,1,Apartment,Private room,0,0,0,flexible,55
Alexandria,151.1910172,-33.90003935,100,41,3,0,0,2,1,1,1,House,Private room,340,1,1,moderate,80
Collaroy Plateau,151.2871437,-33.72861811,100,3,5,0,0,7,3,4,4,House,Entire home/apt,0,0,0,flexible,330
Surry Hills,151.2159539,-33.88057284,93,67,1,0,80,2,1,0,1,Apartment,Entire home/apt,2,0,0,flexible,89
Haymarket,151.2026095,-33.87806989,87,14,1,500,100,6,1,1,6,Apartment,Entire home/apt,122,0,0,strict_14_with_grace_period,250
Petersham,151.156166,-33.88971332,100,1,1,0,30,4,1,0,2,Apartment,Entire home/apt,365,1,0,flexible,299
Rozelle,151.1735287,-33.86815687,93.41241287,1,2,200,100,2,1,1,1,House,Entire home/apt,0,1,0,moderate,221
Zetland,151.2112783,-33.90403531,97,7,5,0,150,4,1,1,2,Apartment,Entire home/apt,55,1,1,strict_14_with_grace_period,250
Bondi Beach,151.273009,-33.89320678,100,2,3,0,0,2,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,70
Paddington,151.2270311,-33.88292912,100,14,3,0,35,4,2,2,2,House,Entire home/apt,0,1,0,moderate,120
Ashfield,151.1257537,-33.88107934,99,45,2,0,15,1,1,1,1,Townhouse,Private room,116,0,1,moderate,45
Hurstville,151.0900223,-33.9525209,93.41241287,0,1,0,0,6,3,3,3,House,Entire home/apt,0,0,0,flexible,268
Wentworth Point,151.0745289,-33.82933088,98,12,3,500,100,8,2,3,6,Apartment,Entire home/apt,253,1,0,strict_14_with_grace_period,299
Darlinghurst,151.214776,-33.87678809,93.41241287,0,1,0,0,1,1,1,1,House,Private room,0,1,0,flexible,80
Rushcutters Bay,151.2237184,-33.87504907,91,164,3,200,89,3,1,1,1,Apartment,Entire home/apt,163,1,0,strict_14_with_grace_period,140
Ryde,151.1060336,-33.81034028,100,1,5,1000,100,2,1,1,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,150
Marsfield,151.1107244,-33.76652177,80,1,2,0,25,2,1,1,2,Townhouse,Private room,22,0,0,strict_14_with_grace_period,26
Baulkham Hills,150.9990503,-33.76790697,100,1,2,0,0,2,1,1,1,Apartment,Private room,90,1,0,flexible,98
Bundeena,151.1542764,-34.08091461,100,13,1,500,75,4,2,2,2,House,Entire home/apt,350,1,1,strict_14_with_grace_period,700
Chiswick,151.1338604,-33.85066822,100,2,5,0,0,1,1,1,1,Apartment,Private room,0,1,0,flexible,91
Gladesville,151.1249807,-33.83075354,93.41241287,0,14,0,0,2,1,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,120
Coogee,151.2537586,-33.92554177,90,2,3,500,150,3,1,2,3,Apartment,Entire home/apt,215,0,0,strict_14_with_grace_period,150
Paddington,151.2273892,-33.8805312,90,2,5,500,0,2,2,1,1,House,Private room,25,1,0,strict_14_with_grace_period,55
Bellevue Hill,151.2570713,-33.88646289,100,3,7,0,0,4,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,154
Dee Why,151.2789387,-33.75684341,93.41241287,0,7,0,132,6,1.5,3,3,House,Entire home/apt,0,1,0,moderate,149
Marrickville,151.1498812,-33.91292738,97,30,2,0,30,2,1.5,1,1,House,Private room,124,1,1,moderate,59
Bronte,151.2602828,-33.90405177,93.41241287,0,1,0,0,1,1,1,1,Apartment,Private room,0,1,0,flexible,60
Longueville,151.1644977,-33.83208258,97,51,1,0,0,2,1,1,1,House,Private room,241,0,1,moderate,65
Manly,151.2885261,-33.80273434,100,1,2,150,50,2,1,1,1,Apartment,Entire home/apt,42,0,0,moderate,140
South Coogee,151.2476604,-33.91430903,95,15,2,0,0,2,1,1,1,Apartment,Private room,23,0,1,flexible,59
Bondi Beach,151.272769,-33.88899527,100,1,1,700,0,2,1,0,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,85
Saint Peters,151.178458,-33.91304863,82,11,3,150,0,3,1,0,2,Cabin,Entire home/apt,85,1,0,moderate,89
Arncliffe,151.1423079,-33.94127387,88,5,4,240,80,3,2.5,2,2,Townhouse,Entire home/apt,0,1,0,strict_14_with_grace_period,142
Ultimo,151.197085,-33.87604631,90,75,3,500,165,2,1,1,1,Apartment,Entire home/apt,39,0,0,strict_14_with_grace_period,150
Allambie Heights,151.2666206,-33.77456259,100,1,5,1000,99,6,1,4,4,House,Entire home/apt,53,0,0,strict_14_with_grace_period,349
Bondi,151.2596309,-33.89378111,100,1,1,0,0,2,1,1,1,Apartment,Private room,361,0,0,flexible,100
North Bondi,151.2838098,-33.8921519,93.41241287,0,5,0,0,4,1,2,2,Apartment,Entire home/apt,218,0,0,flexible,190
Erskineville,151.1865369,-33.90037132,95,16,2,500,140,4,1,2,2,Townhouse,Entire home/apt,133,0,0,strict_14_with_grace_period,200
Brighton-Le-Sands,151.1530091,-33.95926174,75,6,1,0,30,3,1,1,2,Apartment,Private room,89,1,0,strict_14_with_grace_period,65
Manly,151.2859937,-33.79609092,89,30,3,0,90,2,1,1,1,Apartment,Entire home/apt,348,1,1,strict_14_with_grace_period,140
Newtown,151.1884123,-33.8896535,91,24,2,300,65,4,1,1,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,160
North Willoughby,151.1993262,-33.7970697,93.41241287,0,4,500,0,2,1,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,100
Coogee,151.2534298,-33.91616913,100,1,5,1000,250,8,3,4,4,House,Entire home/apt,0,1,0,strict_14_with_grace_period,520
Darlinghurst,151.2155801,-33.8791956,94,25,2,200,50,2,1,1,1,Apartment,Entire home/apt,77,1,0,strict_14_with_grace_period,150
Newport,151.3229424,-33.6541957,93,3,4,500,120,5,2,3,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,290
Mona Vale,151.2966468,-33.67193494,96,12,2,0,40,2,1,1,1,Apartment,Entire home/apt,204,1,0,moderate,69
Mosman,151.2505599,-33.82019181,93.41241287,0,7,1000,286,4,2,2,2,House,Entire home/apt,236,1,0,strict_14_with_grace_period,368
Millers Point,151.2046915,-33.85713544,98,112,2,200,30,2,1,3,0,House,Private room,301,0,1,moderate,136
Sydney,151.2330649,-33.87565523,93.41241287,0,3,500,50,2,1,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,130
Tamarama,151.2700456,-33.89701761,96,5,2,0,50,4,1,2,2,Apartment,Entire home/apt,0,1,1,strict_14_with_grace_period,160
Coogee,151.2568061,-33.91822126,80,1,2,150,155,4,1,2,2,Apartment,Entire home/apt,80,0,0,strict_14_with_grace_period,161
Surry Hills,151.214541,-33.87964503,100,1,4,500,60,2,1,1,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,165
Redfern,151.2036169,-33.89361242,89,7,3,510,50,2,1,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,110
Newtown,151.1815825,-33.90116438,93.41241287,0,9,0,0,1,2,1,1,House,Private room,0,0,0,flexible,54
Mascot,151.1885978,-33.92091313,89,17,2,0,0,1,1,1,1,Apartment,Private room,8,0,0,moderate,39
Surry Hills,151.2131051,-33.8795467,90,83,1,500,99,2,1,0,1,Apartment,Entire home/apt,166,1,0,strict_14_with_grace_period,98
Cremorne Point,151.2266523,-33.83904338,90,3,2,0,0,2,1,1,1,Apartment,Private room,120,0,0,strict_14_with_grace_period,80
North Manly,151.2744109,-33.7767662,99,15,5,150,20,2,1,0,1,Bungalow,Entire home/apt,108,1,0,moderate,120
Waterloo,151.2137925,-33.89635834,93.41241287,0,7,0,100,2,1,1,1,Apartment,Entire home/apt,83,0,0,strict_14_with_grace_period,240
Manly,151.2844745,-33.80538367,93.41241287,0,5,300,0,1,1,1,1,Apartment,Private room,362,1,0,moderate,60
Bondi Beach,151.2784777,-33.88569836,95,29,1,0,25,2,1,1,1,Apartment,Private room,97,0,0,moderate,59
Queens Park,151.2408603,-33.89492632,96,29,2,500,65,2,1,0,1,Apartment,Entire home/apt,90,1,0,moderate,124
Bondi,151.268803,-33.89373041,93.41241287,0,1,0,0,2,1,1,1,Apartment,Private room,0,1,0,flexible,50
Maroubra,151.2489395,-33.9529689,80,2,7,500,70,4,1,2,3,Condominium,Entire home/apt,2,0,0,flexible,156
Elizabeth Bay,151.2269984,-33.87211948,93.41241287,0,4,0,45,4,1,1,2,Apartment,Entire home/apt,0,1,0,flexible,140
Rozelle,151.1650728,-33.86031809,93.41241287,0,1,0,0,4,2,1,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,139
Coogee,151.250138,-33.92306797,90,2,18,500,200,6,1,3,3,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,200
Bondi Beach,151.2722535,-33.88904142,90,3,7,500,200,5,1,2,2,House,Entire home/apt,199,1,1,strict_14_with_grace_period,401
Waterloo,151.2113056,-33.89947078,100,1,12,1000,100,4,2,2,2,Apartment,Entire home/apt,0,0,0,moderate,173
North Bondi,151.2802052,-33.88660999,93.41241287,1,2,1500,300,8,1,3,5,House,Entire home/apt,355,1,0,strict_14_with_grace_period,500
Fairlight,151.2777281,-33.79525751,100,3,5,500,60,2,1,1,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,300
Alexandria,151.189016,-33.90617091,93.41241287,0,7,0,11,1,1,1,1,Townhouse,Private room,0,1,0,flexible,130
Chippendale,151.2015689,-33.88740349,60,2,3,1000,125,3,1,0,1,Apartment,Entire home/apt,176,1,0,strict_14_with_grace_period,165
Chatswood,151.1901124,-33.79527025,94,7,2,0,20,2,1,1,2,Apartment,Private room,57,0,0,flexible,58
Lavender Bay,151.2062959,-33.84556619,93.41241287,0,1,0,0,2,1,1,1,Apartment,Entire home/apt,0,1,0,flexible,120
Woollahra,151.2390319,-33.88663754,93,19,7,0,75,3,1,1,1,Apartment,Entire home/apt,337,0,0,flexible,179
Paddington,151.2276006,-33.88567645,100,1,4,0,0,4,2,2,2,House,Entire home/apt,90,0,0,flexible,299
Newtown,151.1785221,-33.89401476,90,2,2,0,25,2,2,1,1,House,Private room,0,1,0,moderate,70
Concord,151.113147,-33.85369122,90,2,1,0,0,2,1,1,1,House,Private room,84,1,0,flexible,85
Crows Nest,151.2034967,-33.82785132,100,1,5,0,0,1,1,1,1,House,Private room,0,1,0,flexible,110
Ashfield,151.1230391,-33.88785133,90,4,1,0,25,2,1,1,1,Apartment,Private room,0,1,0,moderate,47
Wollstonecraft,151.199687,-33.83285192,93,3,1,400,200,6,1,2,3,Apartment,Entire home/apt,88,0,0,strict_14_with_grace_period,196
Potts Point,151.2233458,-33.87524671,95,92,4,300,95,4,1,1,2,Apartment,Entire home/apt,264,1,1,strict_14_with_grace_period,189
Naremburn,151.2056322,-33.81611476,100,1,5,1000,150,6,2.5,3,4,House,Entire home/apt,0,1,0,moderate,270
Double Bay,151.242589,-33.87976608,93.41241287,0,1,0,0,2,1.5,1,1,Apartment,Private room,0,1,0,flexible,80
Redfern,151.2143662,-33.8965984,100,4,2,0,0,4,2,2,2,Apartment,Entire home/apt,181,0,0,flexible,200
"Double Bay, Sydney",151.244319,-33.87606634,100,2,3,0,0,4,2.5,2,2,Apartment,Entire home/apt,77,0,0,flexible,500
Freshwater,151.2911403,-33.77566311,100,1,7,1500,0,3,1,1,1,Apartment,Entire home/apt,5,0,0,strict_14_with_grace_period,139
Paddington,151.2300232,-33.88870612,60,2,3,200,0,2,1,1,1,House,Private room,0,0,0,moderate,51
North Bondi,151.280593,-33.88817025,80,1,4,0,100,5,1,3,2,House,Entire home/apt,0,0,0,strict_14_with_grace_period,165
Erskineville,151.1841018,-33.89866674,92,6,4,400,100,4,1.5,2,3,House,Entire home/apt,156,1,0,strict_14_with_grace_period,250
Beaconsfield,151.1994644,-33.91399686,93.41241287,0,30,0,0,2,1,1,1,Apartment,Private room,0,0,0,moderate,999
Camperdown,151.1820036,-33.8863817,93.41241287,0,8,0,0,2,1,1,1,Apartment,Entire home/apt,0,1,0,flexible,250
Coogee,151.2501015,-33.9254963,97,21,1,0,0,1,1,1,1,Apartment,Private room,364,0,0,moderate,59
Manly Vale,151.2660047,-33.78508831,93.41241287,0,7,0,0,2,1,1,1,Apartment,Private room,87,1,0,flexible,45
Lewisham,151.1486201,-33.89724802,96,15,2,0,0,4,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,139
Queenscliff,151.286741,-33.78393309,95,4,5,2000,420,9,4,4,6,House,Entire home/apt,0,0,0,strict_14_with_grace_period,600
Manly,151.2902767,-33.80326526,100,1,1,250,0,2,1.5,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,99
Bilgola Beach,151.330442,-33.6419962,100,1,7,0,150,7,3,4,5,House,Entire home/apt,307,0,0,strict_14_with_grace_period,750
Balgowlah Heights,151.2573582,-33.80229457,93.41241287,0,7,0,0,5,1.5,3,3,House,Entire home/apt,0,0,0,strict_14_with_grace_period,549
Bondi Beach,151.2727081,-33.88975512,100,7,2,1000,220,6,2,3,4,Villa,Entire home/apt,10,1,1,strict_14_with_grace_period,630
Randwick,151.2513452,-33.91061312,97,7,3,0,25,2,1,1,1,Apartment,Entire home/apt,0,0,0,moderate,91
Kingsford,151.231745,-33.92337927,80,1,3,0,0,4,1,1,2,Apartment,Entire home/apt,0,0,0,flexible,200
Bronte,151.259607,-33.90427755,100,4,5,2000,200,8,3,4,5,House,Entire home/apt,11,1,0,strict_14_with_grace_period,650
Warriewood,151.296031,-33.68451058,100,3,5,1000,200,8,2.5,4,5,House,Entire home/apt,356,1,0,strict_14_with_grace_period,600
Kirribilli,151.2167604,-33.8512781,97,47,1,800,120,5,1,2,2,Apartment,Entire home/apt,53,0,1,strict_14_with_grace_period,299
Manly,151.2855179,-33.78641246,93.41241287,0,2,500,150,2,2,1,1,House,Entire home/apt,43,0,0,strict_14_with_grace_period,200
Wahroonga,151.1208665,-33.71355948,93.41241287,0,30,0,130,10,2,4,5,House,Entire home/apt,54,0,0,flexible,369
North Bondi,151.2821647,-33.88705669,93.41241287,0,1,0,0,5,1,3,3,House,Entire home/apt,0,0,0,flexible,420
Maroubra,151.2559158,-33.94533111,97,13,1,0,50,5,1,2,3,Apartment,Entire home/apt,324,1,0,moderate,198
Randwick,151.2451692,-33.91209428,93,3,7,500,100,4,1,2,2,House,Entire home/apt,0,0,0,strict_14_with_grace_period,150
Bondi Beach,151.2641836,-33.8898407,97,115,3,0,0,2,1,1,1,House,Private room,357,0,1,moderate,90
Manly,151.2876625,-33.80106683,93.41241287,1,5,0,35,4,1,2,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,100
Mosman,151.2420778,-33.82735179,93.41241287,7,3,0,0,2,2,0,1,Townhouse,Private room,0,0,0,flexible,55
Turrella,151.1437934,-33.9326282,100,1,1,250,25,2,1,1,1,Apartment,Private room,267,0,0,strict_14_with_grace_period,65
Paddington,151.2256193,-33.88323223,90,2,5,1000,200,4,1,2,3,Apartment,Entire home/apt,180,1,0,strict_14_with_grace_period,217
Seven Hills,150.9325534,-33.78113741,100,1,5,500,0,4,1,3,2,House,Entire home/apt,3,0,0,moderate,100
West Ryde,151.0844133,-33.80704323,100,1,4,500,0,4,1,2,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,120
Double Bay,151.2405097,-33.87475794,100,1,3,0,50,4,1,2,2,Apartment,Entire home/apt,28,1,0,flexible,281
Bondi Beach,151.2837031,-33.89335518,98,32,1,0,0,2,1,1,1,Apartment,Private room,19,1,1,moderate,89
Rushcutters Bay,151.225491,-33.87593371,90,2,2,500,100,2,1,1,1,Apartment,Entire home/apt,89,1,0,strict_14_with_grace_period,225
Croydon,151.1191018,-33.88196779,81,174,2,0,80,7,1,2,4,Apartment,Entire home/apt,284,0,0,moderate,108
Berowra Waters,151.1172048,-33.60198232,100,1,2,1000,0,8,3,4,4,House,Entire home/apt,347,0,0,moderate,900
Potts Point,151.22143,-33.87221963,93.41241287,0,2,0,80,2,1,1,1,Apartment,Entire home/apt,91,1,0,strict_14_with_grace_period,150
North Narrabeen,151.2907163,-33.69390019,98,2,7,0,0,6,1,3,3,House,Entire home/apt,0,1,0,flexible,260
Haymarket,151.2036087,-33.88298449,95,4,90,250,150,2,1,1,1,Apartment,Entire home/apt,361,0,0,strict_14_with_grace_period,156
Randwick,151.2471388,-33.90972549,90,5,3,0,50,4,2,2,4,Apartment,Entire home/apt,0,1,0,moderate,99
Waterloo,151.2119442,-33.90205183,96,20,2,200,98,8,3,2,5,Condominium,Entire home/apt,70,0,0,strict_14_with_grace_period,250
Freshwater,151.2805911,-33.77217639,70,2,5,0,80,2,1,1,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,150
Mona Vale,151.3133821,-33.67549711,93,27,2,150,120,4,1,2,2,Apartment,Entire home/apt,89,0,0,strict_14_with_grace_period,179
Wollstonecraft,151.1911224,-33.83223302,99,23,5,160,0,2,1,1,1,Apartment,Private room,359,0,0,strict_14_with_grace_period,80
Erskineville,151.1844807,-33.90365117,100,1,2,300,30,2,1,1,1,Townhouse,Private room,0,1,0,strict_14_with_grace_period,74
Elizabeth Bay,151.2252485,-33.87212017,100,1,2,200,50,2,1,0,1,Condominium,Entire home/apt,0,0,0,moderate,250
Queenscliff,151.2845641,-33.78310655,93,3,4,0,50,4,1,2,2,Apartment,Entire home/apt,7,0,0,moderate,115
